Field Id,Layout Id,Wizard Id,Tab Id,Section,Mode,Field Sequence,Formula Expression,Default Value,Is Mandatory,Source_File,PickList Id,Value,Actual Value,Sort Order,Api Name,Is System Value,Is Customized,Is Restricted,Is Default,Color Code,Category,Allowed Time,Module Id,Label,Field Data Type,Is Custom,Maximum Length,Decimal Places,Rounding Precision,Is Unique,Is Encrypt,Formula Return Type,Formula Decimal Places,Preifx,Suffix,Starting Number,Parent Module Id,Header Label,Id,Dependent Field Id,Unique Id,Dependent Unique Id,Is Internal,Source,Layout Name,Tab Name,Created By Id,Modified By Id,Created Time,Modified Time,Status,Name,Singular Label,Module Type,Web Link,Visibility,Modified By,Path,Description,Parent,Done,Type,Species,Governance_Layer,Notes,category,repo_root,branch,remote_present,remote_default,upstream,relation,ahead,behind,clean,Auto-Renews,Domain Lock,DKIM,MX,Forwards To,Renews On,Systems,Account,URL,WHOIS Privacy,Tags,Linked-To,realm,realm_slug,enabled,routing_priority,default_sensitivity,description,version,sensitivity,classification,default_visibility,allowed_realms,mask_rules,notes
zcrm_6789162000000002445,zcrm_6789162000000091029,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283049,Home Services,Home Services,33,Home_Services,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002445,zcrm_6789162000000091029,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283050,Content Creators,Content Creators,34,Content_Creators,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002445,zcrm_6789162000000091029,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283051,Creative Services,Creative Services,35,Creative_Services,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002445,zcrm_6789162000000091029,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283052,Photography,Photography,36,Photography,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002445,zcrm_6789162000000091029,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283053,Retail,Retail,37,Retail,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002445,zcrm_6789162000000091029,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283054,Automotive Services,Automotive Services,38,Automotive_Services,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002445,zcrm_6789162000000091029,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283055,Cleaning Services,Cleaning Services,39,Cleaning_Services,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002445,zcrm_6789162000000091029,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283056,Food & Beverage,Food & Beverage,40,Food_Beverage,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002445,zcrm_6789162000000091029,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283057,Barbering,Barbering,41,Barbering,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002445,zcrm_6789162000000091029,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283058,Pet Services,Pet Services,42,Pet_Services,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002445,zcrm_6789162000000091029,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283059,Mobile Services,Mobile Services,43,Mobile_Services,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002445,zcrm_6789162000000091029,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283060,Events & Entertainment,Events & Entertainment,44,Events_Entertainment,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002445,zcrm_6789162000000091029,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283061,Tattoo & Body Art,Tattoo & Body Art,45,Tattoo_Body_Art,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002443,,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283121,LLC,LLC,10,LLC,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002443,,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283122,S Corporation,S Corporation,11,S_Corporation,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002443,,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283123,Nonprofit,Nonprofit,12,Nonprofit,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002443,,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283124,Freelancer,Freelancer,13,Freelancer,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002443,,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283125,Corporation (Inc),Corporation (Inc),14,Corporation_Inc,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002443,,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283126,Sole Proprietorship,Sole Proprietorship,15,Sole_Proprietorship,false,true,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002443,,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283127,Unregistered Business,Unregistered Business,16,Unregistered_Business,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002443,,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283128,Franchise,Franchise,17,Franchise,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002441,zcrm_6789162000000091029,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283155,Referral Source,Referral Source,15,Referral_Source,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002441,zcrm_6789162000000091029,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283156,Lead,Lead,16,Lead,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002441,zcrm_6789162000000091029,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283157,Repeat Customer,Repeat Customer,17,Repeat_Customer,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002441,zcrm_6789162000000091029,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283158,Inactive,Inactive,18,Inactive,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002441,zcrm_6789162000000091029,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001283159,Affiliate,Affiliate,19,Affiliate,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002445,zcrm_6789162000000091029,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001301142,Construction and Related Activities,Construction and Related Activities,46,Construction_and_Related_Activities,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001310170,,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001310220,Waiting for Approval,Waiting for Approval,1,Waiting_For_Approval,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001310170,,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001310222,Approved,Approved,2,Approved,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001310170,,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001310224,Rejected,Rejected,3,Rejected,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001310190,,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001310226,Approved,Approved,1,Approved,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001310190,,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001310228,Delegated,Delegated,2,Delegated,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001310190,,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001310230,Rejected,Rejected,3,Rejected,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001310190,,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001310232,Resubmitted,Resubmitted,4,Resubmitted,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002649,,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001389413,Zoho Webinar,Zoho Webinar,14,Zoho_Webinar,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001389415,zcrm_6789162000000170005,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001389419,Invited,Invited,2,Invited,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001389415,zcrm_6789162000000170005,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001389421,Registered,Registered,3,Registered,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001389415,zcrm_6789162000000170005,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001389423,Attended,Attended,4,Attended,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001389416,zcrm_6789162000000170007,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001389425,Invited,Invited,2,Invited,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001389416,zcrm_6789162000000170007,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001389427,Registered,Registered,3,Registered,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001389416,zcrm_6789162000000170007,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001389429,Attended,Attended,4,Attended,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001389609,zcrm_6789162000001389570,,,,,,,1,,core.PickListFieldProperties_001.csv,zcrm_6789162000001389665,Available,Available,1,Available,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001389609,zcrm_6789162000001506092,,,,,,,1,,core.PickListFieldProperties_001.csv,zcrm_6789162000001389665,Available,Available,1,Available,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001389609,zcrm_6789162000001389570,,,,,,,2,,core.PickListFieldProperties_001.csv,zcrm_6789162000001389667,Draft,Draft,2,Draft,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001389609,zcrm_6789162000001506092,,,,,,,2,,core.PickListFieldProperties_001.csv,zcrm_6789162000001389667,Draft,Draft,2,Draft,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001389609,zcrm_6789162000001389570,,,,,,,0,,core.PickListFieldProperties_001.csv,zcrm_6789162000001389669,Trash,Trash,3,Trash,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001389609,zcrm_6789162000001506092,,,,,,,0,,core.PickListFieldProperties_001.csv,zcrm_6789162000001389669,Trash,Trash,3,Trash,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001389653,zcrm_6789162000001389570,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001389671,Unsubscribe link,Unsubscribe link,1,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001389653,zcrm_6789162000001506092,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001389671,Unsubscribe link,Unsubscribe link,1,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001389653,zcrm_6789162000001389570,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001389673,Manual,Manual,2,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001389653,zcrm_6789162000001506092,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001389673,Manual,Manual,2,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001389653,zcrm_6789162000001389570,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001389675,Zoho campaigns,Zoho campaigns,3,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001389653,zcrm_6789162000001506092,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001389675,Zoho campaigns,Zoho campaigns,3,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001389653,zcrm_6789162000001389570,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001389677,Consent form,Consent form,4,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001389653,zcrm_6789162000001506092,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001389677,Consent form,Consent form,4,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001396202,zcrm_6789162000001396190,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001396220,system rejected,system rejected,8,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001396202,zcrm_6789162000001396190,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001396222,processing,processing,8,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001396202,zcrm_6789162000001396190,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001396224,waiting for approval,waiting for approval,8,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001396202,zcrm_6789162000001396190,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001396226,accepted,accepted,8,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001396291,zcrm_6789162000001389570,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001396290,Training Material,Training Material,2,Training_Material,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001396291,zcrm_6789162000001506092,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001396290,Training Material,Training Material,2,Training_Material,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001396291,zcrm_6789162000001389570,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001396292,FAQ Document,FAQ Document,3,FAQ_Document,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001396291,zcrm_6789162000001506092,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001396292,FAQ Document,FAQ Document,3,FAQ_Document,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001396291,zcrm_6789162000001389570,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001396294,Product Guide,Product Guide,4,Product_Guide,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001396291,zcrm_6789162000001506092,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001396294,Product Guide,Product Guide,4,Product_Guide,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001396291,zcrm_6789162000001389570,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001396296,Technical Whitepaper,Technical Whitepaper,5,Technical_Whitepaper,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001396291,zcrm_6789162000001506092,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001396296,Technical Whitepaper,Technical Whitepaper,5,Technical_Whitepaper,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001396291,zcrm_6789162000001389570,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001396298,Customer Success Story,Customer Success Story,6,Customer_Success_Story,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001396291,zcrm_6789162000001506092,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001396298,Customer Success Story,Customer Success Story,6,Customer_Success_Story,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001396291,zcrm_6789162000001389570,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001396300,Client Portals,Client Portals,7,Client_Portals,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001396291,zcrm_6789162000001506092,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001396300,Client Portals,Client Portals,7,Client_Portals,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001396291,zcrm_6789162000001389570,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001396302,External Link,External Link,8,External_Link,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001396291,zcrm_6789162000001506092,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001396302,External Link,External Link,8,External_Link,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001396291,zcrm_6789162000001389570,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001396305,-None-,-None-,1,-None-,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000001396291,zcrm_6789162000001506092,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001396305,-None-,-None-,1,-None-,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002693,zcrm_6789162000001418089,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001418401,Portal / Access Issue,Portal / Access Issue,7,Portal_Access_Issue,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002693,zcrm_6789162000001418089,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001418402,Consultation Request,Consultation Request,8,Consultation_Request,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002693,zcrm_6789162000001418089,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001418403,Compliance / Notice Follow-up,Compliance / Notice Follow-up,9,Compliance_Notice_Follow_up,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_6789162000000002693,zcrm_6789162000001418089,,,,,,,,,core.PickListFieldProperties_001.csv,zcrm_6789162000001418404,Other (Please Specify),Other (Please Specify),10,Other_Please_Specify,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
